subtopic_id,topic_id,unit_id,subject_id,subtopic_name,description,prerequisites,mathematical_formulation,misconceptions,engineering_applications,cross_cutting_topics,analogies,ncert_alignment,scert_alignment
OS_PH_HS_01_02_04,OS_PH_HS_01_02,OS_PH_HS_01,OS_PH_HS,Principles,"Scientific ideas and explanations that are true in many, but not all situations in the universe are usually called principles. An example is Pascal’s principle, which explains properties of liquids, but not solids or gases. However, the distinction between laws and principles is sometimes not carefully made in science.",,,,,,,,
OS_PH_HS_01_02_05,OS_PH_HS_01_02,OS_PH_HS_01,OS_PH_HS,Theory,"A theory is an explanation for patterns in nature that is supported by much scientific evidence and verified multiple times by multiple researchers. While many people confuse theories with educated guesses or hypotheses, theories have withstood more rigorous testing and verification than hypotheses.",,,,,,,,
OS_PH_HS_01_03_01,OS_PH_HS_01_03,OS_PH_HS_01,OS_PH_HS,SI Units,"The International System of Units (SI) is a globally accepted system for measuring physical quantities. It is based on seven fundamental base quantities, each defined by precise measurement standards. These base quantities include length, mass, time, electric current, temperature, amount of substance, and luminous intensity, and their corresponding SI base units are the meter (m), kilogram (kg), second (s), ampere (A), kelvin (K), mole (mol), and candela (cd).",,,,,,,"[
""NCERT_PH_11_01_02_00""
]",
OS_PH_HS_01_03_02,OS_PH_HS_01_03,OS_PH_HS_01,OS_PH_HS,Base Units,"Base units are the fundamental units in a system of measurement that are defined through direct measurement processes. These units correspond to base quantities, such as length, mass, time, electric current, temperature, amount of substance, and luminous intensity. In the SI system, the seven base units are the meter (m), kilogram (kg), second (s), ampere (A), kelvin (K), mole (mol), and candela (cd). Base units are chosen to be independent of one another and provide the foundation for deriving all other units.",,,,,,,"[
""NCERT_PH_11_01_02_00""
]",
OS_PH_HS_01_03_03,OS_PH_HS_01_03,OS_PH_HS_01,OS_PH_HS,Derived Units,"Derived units, on the other hand, are expressed as algebraic combinations of base units. For example, velocity is $v = \frac{m}{s}$, force is $F = kg \cdot \frac{m}{s^2}$, and energy is $E = kg \cdot \frac{m^2}{s^2}$. The precision and accuracy of derived units depend on the base units from which they are derived.",,,,,,,"[
""NCERT_PH_11_01_02_00""
]",
OS_PH_HS_01_03_04,OS_PH_HS_01_03,OS_PH_HS_01,OS_PH_HS,Meter,"The SI unit for length is the meter (m). It is defined as the distance that light travels in a vacuum in 1/299,792,458 of a second. This definition links the meter to the speed of light, a universal constant, ensuring high precision and reproducibility in measurements.",,,,,,,"[
""NCERT_PH_11_01_02_00""
]",
OS_PH_HS_01_03_05,OS_PH_HS_01_03,OS_PH_HS_01,OS_PH_HS,Kilogram,"The SI unit for mass is the kilogram (abbreviated kg). It is defined by fixing the value of the Planck constant (h) to exactly $ h = 6.62607015 \times 10^{-34} J \cdot s $. This definition establishes the kilogram through the relationship between mass, length, and time, using the constants of nature and the equation $ E = h \cdot f $, where $f$ is the frequency of light.",,,,,,,"[
""NCERT_PH_11_01_02_00""
]",
OS_PH_HS_01_03_06,OS_PH_HS_01_03,OS_PH_HS_01,OS_PH_HS,Second,"The second (s) is the SI base unit of time. It is defined as the duration of 9,192,631,770 periods of the radiation corresponding to the transition between two hyperfine energy levels of the ground state of the caesium atom.",,,,,,,"[
""NCERT_PH_11_01_02_00""
]",
OS_PH_HS_01_03_07,OS_PH_HS_01_03,OS_PH_HS_01,OS_PH_HS,Ampere,"Electric current is measured in the ampere (A), named after Andre Ampere. Two parallel wires with an electric current running through them will produce an attractive force on each other. One ampere is defined as the amount of electric current that will produce an attractive force of $ 2.7 \times 10^{-7} $ newton per meter of separation between the two wires (the newton is the derived unit of force).",,,,,,,"[
""NCERT_PH_11_01_02_00""
]",
OS_PH_HS_01_03_08,OS_PH_HS_01_03,OS_PH_HS_01,OS_PH_HS,Kelvin,"The SI unit of temperature is the kelvin (or kelvins, but not degrees kelvin). The Kelvin scale is based on absolute zero. It is defined by fixing the value of the Boltzmann constant to exactly $k_B = 1.380649 \times 10^{-23} J/K $. This is the point at which all thermal energy has been removed from all atoms or molecules in a system. This temperature, 0 $K$, is equal to $-273.15 ^\circ C$ and $-459.67 ^\circ F$.",,,,,,,"[
""NCERT_PH_11_01_02_00""
]",
OS_PH_HS_01_03_09,OS_PH_HS_01_03,OS_PH_HS_01,OS_PH_HS,Mole,"The mole (mol) is the SI unit of the amount of substance. It is defined as the amount of substance that contains exactly $6.02214076 \times 10^{23}$ elementary entities. This number, known as the Avogadro number ($N_A$), is the fixed numerical value of the Avogadro constant, expressed in the unit $\mathrm{mol}^{-1}$.

The amount of substance, symbol $n$, measures the number of specified elementary entities in a system, which can be atoms, molecules, ions, electrons, or other particles.",,,,,,,"[
""NCERT_PH_11_01_02_00""
]",
OS_PH_HS_01_03_10,OS_PH_HS_01_03,OS_PH_HS_01,OS_PH_HS,Candela,"The candela (cd) is the SI unit of luminous intensity in a given direction. It is defined by taking the fixed numerical value of the luminous efficacy of monochromatic radiation of frequency $540 \times 10^{12} Hz$, denoted as $K_{cd}$, to be $683$ when expressed in the unit $lm \cdot W^{-1}$ (lumens per watt). This is equivalent to $cd \cdot sr \cdot W^{-1}$ or $\frac{cd \cdot sr}{kg \cdot m^2 \cdot s^3}$, where the kilogram, metre, and second are defined in terms of fundamental constants: the Planck constant ($h$), the speed of light ($c$), and the caesium hyperfine frequency ($\Delta \nu_{cs}$).",,,,,,,"[
""NCERT_PH_11_01_02_00""
]",
OS_PH_HS_01_03_11,OS_PH_HS_01_03,OS_PH_HS_01,OS_PH_HS,Scientific Notations,"Scientific notation is a method of writing very large or very small numbers in a compact format. It follows the structure $x \times 10^y$, where $x$ is a number between 1 and 10, and $y$ is an integer representing the power of 10. For example, the number $840,000,000,000,000$ can be written as $8.4 \times 10^{14}$, where $8.4$ is the significant value with placeholder zeros removed, and $10^{14}$ represents the scale of the number. This notation is widely used in science to simplify calculations and express extreme values, such as $1 \times 10^{-10} m$ (atomic size) or $9.46 \times 10^{15} m$ (stellar distances).","{
""internal"": [""Basic Arithmetic"", ""Understanding Place Values""],
""external"": {
""mathematics"": [""Exponents"", ""Powers of 10""]
}
}","{
""general_form"": {
""equation"": ""$x \\times 10^y$"",
""variables"": {
""x"": ""Significant value ($1 \leq x \leq10$)"",
""y"": ""Exponent (integer representing the power of 10)""
}
}
}","[
""Scientific notation is only used for very large numbers."",
""The number of significant figures is always determined by the exponent."",
""Numbers in scientific notation must always include three digits in x.""
]","[
""Simplifying calculations involving large or small values, such as in electrical currents (e.g., nanoamps or megawatts)."",
""Expressing astronomical distances, such as the distance between Earth and stars."",
""Handling very small quantities, such as atomic sizes or wavelengths of light.""
]","[
""The role of exponents and logarithms in mathematics."",
""Use of scientific notation in chemistry for expressing atomic masses and concentrations."",
""Applications of scientific notation in finance for expressing large sums like GDP.""
]","[
""Scientific notation is like compressing a file - it keeps all the information but makes it more manageable."",
""It’s like shorthand in writing - condensing large numbers into a smaller, readable format."",
""Using scientific notation is like using kilometers instead of meters for long distances - it simplifies representation.""
]","[
""NCERT_PH_11_01_03_00""
]",
OS_PH_HS_01_03_12,OS_PH_HS_01_03,OS_PH_HS_01,OS_PH_HS,Order of Magnitude,"The term order of magnitude refers to the power of 10 when numbers are expressed in scientific notation. Quantities with the same power of 10, or values close to it, are considered to be of the same order of magnitude. For example, $800$ can be written as $8 \times 10^2$, and $450$ as $4.5 \times 10^2$. Since both have the same power of 10 ($10^2$), they are of the same order of magnitude. Similarly, $101$ and $99$ are considered to have the same order of magnitude, $10^2$.

Order of magnitude provides a rough estimate of the scale of a value. For instance, the diameter of an atom is approximately $10^{-9} m$, while the diameter of the sun is about $10^9 m$ - a difference of $18$ orders of magnitude.","{
""internal"": [""Basic Arithmetic"", ""Understanding Place Values""],
""external"": {
""mathematics"": [""Exponents"", ""Powers of 10""]
}
}",,"[
""Order of magnitude must be exact."",
""Two numbers close together always have the same order of magnitude."",
""Order of magnitude is only useful for large numbers.""
]","[
""Estimating scales in astronomy, such as the size of galaxies or stars."",
""Comparing energy outputs of engines or power plants."",
""Evaluating tolerances in manufacturing, like nanometer-scale precision.""
]","[
""Using logarithmic scales in mathematics."",
""Applications in geology, such as measuring earthquake magnitudes (Richter scale)."",
""The use of orders of magnitude in environmental science, such as $CO_2$ concentrations.""
]","[
""Order of magnitude is like grouping distances into neighborhoods, cities, or countries - it gives a rough sense of scale."",
""It’s like categorizing weights as light, medium, or heavy - it provides an approximate range."",
""Think of it as zooming out on a map to compare large areas without exact details.""
]","[
""NCERT_PH_11_01_03_00""
]",
OS_PH_HS_01_03_13,OS_PH_HS_01_03,OS_PH_HS_01,OS_PH_HS,Unit Conversion,"A conversion factor is a ratio expressing how many of one unit are equal to another unit. A conversion factor is simply a fraction which equals 1. You can multiply any number by 1 and get the same value. When you multiply a number by a conversion factor, you are simply multiplying it by one. For example, the following are conversion factors: (1 foot)/(12 inches) = 1 to convert inches to feet, (1 meter)/(100 centimeters) = 1 to convert centimeters to meters, (1 minute)/(60 seconds) = 1 to convert seconds to minutes.","{
""internal"": [""Basic Arithmetic"", ""Understanding Place Values""],
""external"": {
""mathematics"": [""Exponents"", ""Powers of 10"", ""Base Units"", ""Derived Units""]
}
}",,,,,,"[
""NCERT_PH_11_01_03_00""
]",
OS_PH_HS_01_03_14,OS_PH_HS_01_03,OS_PH_HS_01,OS_PH_HS,Dimensional Analysis,Dimensional analysis is a mathematical technique used for unit conversion and problem-solving by treating units as algebraic quantities. It involves multiplying a given value by appropriate conversion factors - ratios that equal one - to systematically cancel out units and obtain the desired measurement. This method ensures consistency in calculations and prevents errors by verifying that the final result has the correct dimensions.,"{
""internal"": [""Basic Arithmetic"", ""Understanding Place Values"", ""Base Units"", ""Derived Units"", ""Unit Conversion""],
""external"": {
""mathematics"": [""Exponents"", ""Powers of 10""]
}
}",,"[
""You can add or subtract different units directly."",
""Conversion factors change the value of a quantity."",
""Only one conversion factor can be used in a calculation."",
""Dimensional analysis is only useful for unit conversion."",
""Cancelling units is not necessary as long as numbers are correct.""
]","[
""Converting between SI and Imperial units in mechanical design."",
""Ensuring correct dosage calculations in biomedical engineering."",
""Determining material properties with different measurement units."",
""Scaling measurements in structural and civil engineering."",
""Unit verification in fluid dynamics and thermodynamics equations.""
]","[
""Using dimensional analysis to maintain consistency in scientific equations."",
""Recognizing proportional relationships in unit conversions."",
""Applying scaling and unit analysis in different scientific and engineering contexts."",
""Ensuring system consistency through correct unit usage."",
""Understanding how incorrect unit conversions can lead to significant errors in real-world applications.""
]","[
""Changing currency when traveling between countries."",
""Translating between different languages while preserving meaning."",
""Converting between different file formats without losing data."",
""Using equivalent fractions to simplify mathematical expressions."",
""Adjusting a recipe to different serving sizes by scaling ingredients.""
]","[
""NCERT_PH_11_01_04_00"",
""NCERT_PH_11_01_05_00"",
""NCERT_PH_11_01_06_00""
]",
OS_PH_HS_01_03_15,OS_PH_HS_01_03,OS_PH_HS_01,OS_PH_HS,Accuracy,"Accuracy refers to how close a measured value is to the actual or true value of a quantity. A measurement is considered accurate if it correctly reflects the real-world value, even if repeated measurements are not close to each other. High accuracy ensures that results are reliable and meaningful in scientific and engineering applications.","{
""internal"": [""Basic Arithmetic"", ""Understanding Place Values"", ""Types of errors (systematic, random, instrumental)"", ""Base Units"", ""Derived Units"", ""Unit Conversion""],
""external"": {
""mathematics"": [""Exponents"", ""Powers of 10"", ""Mean""]
}
}","{
""accuracy_equation"": {
""equation"": ""$Accuracy = \\frac{\\text{Measured Value} - \\text{True Value}}{\\text{True Value}} \\times 100$"",
""variables"": {
""Measured Value"": ""The value obtained from an experiment or instrument"",
""True Value"": ""The actual or correct value of the quantity being measured"",
""Accuracy"": ""The percentage error in measurement, showing how close the measured value is to the true value""
}
}
}","[
""Accuracy and precision mean the same thing."",
""If a measurement is precise, it must be accurate."",
""A single measurement can determine accuracy."",
""Accuracy depends only on the measuring instrument and not on external factors like human error.""
]","[
""Ensuring accurate weight measurements in pharmaceutical manufacturing."",
""Maintaining accuracy in GPS and navigation systems."",
""Calibrating medical equipment for patient safety."",
""Achieving accurate component dimensions in mechanical engineering."",
""Validating scientific experiment results with known standards.""
]","[
""The role of accuracy in scientific investigations."",
""How measurement accuracy impacts technological advancements."",
""Error analysis and improving measurement techniques."",
""Accuracy in environmental monitoring and climate change data.""
]","[
""Throwing darts at a dartboard - accuracy means hitting the bullseye, even if the shots are not close together."",
""Using a thermometer - if it reads exactly 37°C when measuring body temperature, it is accurate."",
""Weighing an object - if a scale shows exactly 1.00 kg for a standard 1 kg weight, it is accurate."",
""A clock showing time - if it matches the correct time given by an atomic clock, it is accurate.""
]","[
""NCERT_PH_11_01_03_01""
]",
OS_PH_HS_01_03_16,OS_PH_HS_01_03,OS_PH_HS_01,OS_PH_HS,Precision,"Precision refers to how close repeated measurements are to each other when measuring the same quantity multiple times. A highly precise measurement means that the values are very close together, even if they are not necessarily accurate. Precision ensures consistency and repeatability in scientific experiments and engineering applications.","{
""internal"": [""Basic Arithmetic"", ""Understanding Place Values"", ""Types of errors (systematic, random, instrumental)"", ""Base Units"", ""Derived Units"", ""Unit Conversion""],
""external"": {
""mathematics"": [""Exponents"", ""Powers of 10"", ""Mean""]
}
}","{

   ""precision_equation"":{

      ""equation"":""$Precision = 1 - \\frac{\\text{Range of Measurements}}{\\text{Mean Value}} \\times 100$"",

      ""variables"":{

         ""Range of Measurements"":""Difference between the highest and lowest measured values"",

         ""Mean Value"":""The average of all measured values"",

         ""Precision"":""A percentage that represents how close the repeated measurements are to each other""

      }

   }

}","[
""A precise measurement is always accurate."",
""Precision depends only on the instrument and not on the experimenter."",
""If measurements are very close together, they must be correct."",
""Increasing the number of measurements automatically increases precision.""
]","[
""Ensuring consistent dimensions in mass production (e.g., car manufacturing)."",
""Maintaining precise measurements in semiconductor fabrication."",
""Reducing variations in pharmaceutical dosages."",
""Calibrating high-precision scientific instruments like spectrometers."",
""Designing accurate and repeatable GPS positioning systems.""
]","[
""Understanding precision in experimental physics and chemistry."",
""The importance of precision in robotics and automation."",
""How precision impacts statistical analysis and data science."",
""Reducing uncertainty in real-world measurements through precision improvements.""
]","[
""Shooting arrows at a target - if all arrows land close together but far from the bullseye, it is precise but not accurate."",
""A machine cutting metal sheets - if every cut is consistently 0.2 cm off, it is precise but not accurate."",
""A musician playing the same note repeatedly - if the notes sound identical but are slightly off-key, they are precise but not accurate."",
""A chef measuring ingredients using the same spoon each time - if the spoon is slightly larger than required, the measurements are precise but not accurate.""
]","[
""NCERT_PH_11_01_03_01""
]",
OS_PH_HS_01_03_17,OS_PH_HS_01_03,OS_PH_HS_01,OS_PH_HS,Uncertainity,"""Uncertainty in measurement represents the range of values within which the true value is expected to lie. It quantifies the confidence in a measured value and arises due to limitations in measurement tools, human error, or environmental factors. Uncertainty does not imply an error but rather acknowledges the inherent variability in measurements.

One method of expressing uncertainty is as a percent of the measured value.","{
""internal"": [""Basic Arithmetic"", ""Understanding Place Values""""Unit Conversion""],
""external"": {
""mathematics"": [""Exponents"", ""Powers of 10"",""Basic statistics (mean, range, standard deviation)""]
}
}","{
""absolute_uncertainty"": {
""equation"": ""$A \\pm \\delta A$"",
""variables"": {
""A"": ""Measured value of a quantity"",
""\\delta A"": ""Uncertainty in the measurement, representing the possible deviation from the measured value""
}
},
""percentage_uncertainty"": {
""equation"": ""$\\% \\text{Uncertainty} = \\left( \\frac{\\delta A}{A} \\right) \\times 100\\%$"",
""variables"": {
""\\delta A"": ""Absolute uncertainty in the measurement"",
""A"": ""Measured value of the quantity""
}
}
}","[
""Uncertainty means the measurement is wrong."",
""A measurement without uncertainty is perfectly accurate."",
""Uncertainty only comes from the measuring instrument."",
""Reducing uncertainty completely is possible in all cases.""
]","[
""Reducing uncertainty in construction measurements to ensure structural safety."",
""Ensuring precise tolerances in manufacturing to maintain product quality."",
""Accounting for uncertainty in satellite positioning systems like GPS."",
""Minimizing uncertainty in medical equipment calibration for accurate diagnoses."",
""Designing scientific experiments where measurement uncertainty affects conclusions.""
]","[
""Uncertainty in climate change models and weather predictions."",
""The role of uncertainty in financial risk analysis and predictions."",
""How uncertainty influences decision-making in engineering and science."",
""Understanding uncertainty in experimental physics and chemistry research.""
]","[
""Guessing a friend's height - if you say they are $5'8'' \\pm 2$ inches, you acknowledge uncertainty in your estimate."",
""Cooking with a measuring cup - if a recipe calls for 1 cup of flour but you scoop approximately $1.0 \\pm 0.1$ cups, the uncertainty is in the slight variations."",
""Driving with a speedometer - if your speedometer shows $60 \\pm 3$ km/h, your actual speed could be between 57 and 63 km/h."",
""Measuring temperature with a thermometer - if a thermometer reads $37.0 \\pm 0.5^{\\circ}C$, the actual temperature could be slightly higher or lower.""
]","[
""NCERT_PH_11_01_03_02""
]",
OS_PH_HS_01_03_18,OS_PH_HS_01_03,OS_PH_HS_01,OS_PH_HS,Significant Figures,"Significant figures indicate the precision of a measured value by showing the number of meaningful digits in a measurement. They include all known digits plus one estimated digit. The number of significant figures in a measurement depends on the precision of the measuring instrument used.

Zeros require special consideration when counting significant figures. Leading zeros (e.g., in 0.053) are not significant as they only position the decimal; this number has two significant figures (5 and 3). Zeros between nonzero digits (e.g., in 10.053) are significant, giving it five significant figures. Trailing zeros (e.g., in 1300) may or may not be significant, depending on notation. To remove ambiguity, use scientific notation (e.g., $1.3 \times 10^3$) where only significant figures appear in the coefficient.","{
""internal"": [""Basic Arithmetic"", ""Rounding off numbers"", ""Scientific notation""],
""external"": {
""mathematics"": [""Exponents"", ""Powers of 10""]
}
}","[
""All zeros in a number are significant."",
""More significant figures always mean a more accurate measurement."",
""Rounding off a number changes its significant figures completely."",
""Scientific notation removes the need for significant figures.""
]","[
""All zeros in a number are significant."",
""More significant figures always mean a more accurate measurement."",
""Rounding off a number changes its significant figures completely."",
""Scientific notation removes the need for significant figures.""
]","[
""Ensuring precision in chemical formula calculations in pharmacy and chemistry."",
""Defining tolerances in mechanical engineering to maintain safety standards."",
""Reducing errors in electronic circuit designs where voltage and resistance need precise values."",
""Maintaining precision in space exploration, where minor errors in significant figures can cause mission failure."",
""Accurate financial and economic data representation to avoid miscalculations in reports.""
]","[
""The role of significant figures in experimental physics and chemistry."",
""Use of significant figures in financial calculations and data analysis."",
""Impact of rounding and precision in artificial intelligence and machine learning models."",
""Scientific communication and the importance of proper numerical representation.""
]","[
""Writing an address on an envelope - just like you need the right number of details (house number, street, city), a number needs the right number of significant figures to be meaningful."",
""Cooking a recipe - if a recipe calls for 1.50 cups of flour, writing 1.5 cups changes the precision, just like dropping significant figures can change calculations."",
""Measuring a pencil with different rulers - using a less precise ruler gives fewer digits, just like fewer significant figures represent lower precision."",
""Saving a phone number - just as you cannot drop digits from a phone number without losing meaning, dropping significant figures incorrectly can change a value completely.""
]","[
""NCERT_PH_11_01_03_00"",
""NCERT_PH_11_01_03_01"",
""NCERT_PH_11_01_03_02""
]",
OS_PH_HS_01_03_19,OS_PH_HS_01_03,OS_PH_HS_01,OS_PH_HS,Graphing,"Graphing in physics is a visual representation of data that helps identify patterns, relationships, and trends between variables. It allows scientists and engineers to interpret experimental results, compare theoretical predictions, and make informed conclusions based on data.","{
""internal"": [""Basic Arithmetic"", ""Dependent Variables"", ""Independent Variables""],
""external"": {
""mathematics"": [""Coordinate System"", ""Scales"", ""Relationships between variables""]
}
}","[
""The trend line must pass through all data points."",
""Graphs always represent exact experimental results, not approximations."",
""The x-axis is always time, regardless of the experiment."",
""All relationships in physics graphs must be linear.""
]","[
""Analyzing velocity-time graphs to determine acceleration in vehicle design."",
""Understanding stress-strain curves in material science to test durability."",
""Monitoring sensor data trends in automation and robotics."",
""Interpreting power vs. voltage graphs for efficient electrical circuit design."",
""Using graphical representations in climate science for data forecasting.""
]","[
""Interpreting graphical data in economic and social sciences."",
""The role of graphing in environmental studies and climate change analysis."",
""Graphing in astronomy to map stellar motion and cosmic expansion."",
""Using data visualization techniques in AI and machine learning models.""
]","[
""Tracking progress in a fitness app - just like plotting speed over time in physics, a fitness app tracks progress over days or weeks."",
""Mapping a road trip - distance vs. time graphs resemble how a GPS tracks movement over a journey."",
""Stock market trends - analyzing financial charts is similar to reading physics graphs to predict trends."",
""Temperature vs. time while boiling water - a graph of temperature change over time follows a predictable trend just like motion graphs in physics.""
]",,,
